ngram,count
消食,11
以評,11
搽上,11
野山,11
黃新,11
選日,11
牠們,11
條入,11
心再,11
樓成,11
強隊,11
習學,11
義肢,11
板嗰,11
馬嗰,11
代研,11
等南,11
果更,11
對貨,11
界每,11
到茶,11
止好,11
輝係,11
之佢,11
去編,11
後防,11
迫切,11
理風,11
就着,11
寶塔,11
做梁,11
隻曲,11
鋪滿,11
王屋,11
去超,11
名謝,11
曹爽,11
作價,11
或收,11
年嚮,11
森巴,11
加正,11
者玩,11
嘅檸,11
陰係,11
留宿,11
殘差,11
村各,11
會易,11
島個,11
以循,11
布有,11
移師,11
作被,11
善縣,11
洲排,11
盟亦,11
網內,11
噉演,11
多二,11
方女,11
扣嘅,11
測地,11
勢險,11
管佢,11
攝時,11
會尊,11
放縱,11
季最,11
喀喇,11
省督,11
生暴,11
抓住,11
接處,11
暫譯,11
寧可,11
尾啲,11
銳意,11
護而,11
江航,11
咪係,11
副團,11
鮫島,11
叫威,11
粉飾,11
或暗,11
紹納,11
漢魏,11
馬屬,11
過約,11
無害,11
閾值,11
鼓嘅,11
學網,11
咗跟,11
者聚,11
耗盡,11
去資,11
前燕,11
劉光,11
事分,11
習當,11
沙發,11
音指,11
蘇兆,11
富特,11
卡普,11
像對,11
上跟,11
守城,11
仔石,11
弦論,11
洲記,11
毛喺,11
手當,11
等值,11
是地,11
艦一,11
莫納,11
情天,11
陳慶,11
嗮兼,11
松喺,11
陳泰,11
島線,11
氣工,11
嚟結,11
碼發,11
至各,11
動各,11
止生,11
去焗,11
咁幼,11
介詞,11
偉平,11
游到,11
馬好,11
打孖,11
個並,11
埋屍,11
原建,11
名呢,11
型特,11
玉蓮,11
初試,11
巴山,11
歌講,11
因合,11
文塔,11
主家,11
張任,11
漏電,11
深愛,11
式關,11
轉線,11
於歌,11
村正,11
地宣,11
去晒,11
搵多,11
右方,11
為識,11
但教,11
爾攞,11
塊係,11
大砲,11
而制,11
選團,11
狀師,11
威化,11
對參,11
革做,11
做守,11
高露,11
權平,11
定值,11
嘅橡,11
士特,11
高燒,11
食屎,11
文立,11
信對,11
兩樖,11
有游,11
賀寶,11
亦長,11
－數,11
將周,11
獨白,11
條延,11
手家,11
點睛,11
羅特,11
常小,11
利器,11
要品,11
士奧,11
又即,11
蘭提,11
用百,11
分過,11
市足,11
來取,11
費瑟,11
化症,11
代歌,11
靠新,11
際爭,11
維廉,11
道屬,11
量機,11
體放,11
膠囊,11
薩伏,11
潔瑩,11
喺祠,11
山面,11
名編,11
護電,11
稱維,11
名維,11
約見,11
長對,11
面小,11
明北,11
再噉,11
展發,11
只攞,11
隻巨,11
器出,11
重正,11
學風,11
線部,11
就燒,11
影時,11
演組,11
邊唱,11
輝宗,11
くら,11
粒白,11
益處,11
去和,11
率變,11
分變,11
上玩,11
傳嗰,11
晴報,11
愛蓮,11
三船,11
彭麗,11
邊凈,11
永恒,11
峰區,11
為活,11
為媒,11
龍雲,11
會輪,11
魯平,11
喺購,11
平四,11
舌上,11
及創,11
個針,11
素所,11
時走,11
子百,11
於格,11
員相,11
化科,11
似傳,11
及做,11
齊天,11
半季,11
尺係,11
硬骨,11
典嗰,11
拉臣,11
名巴,11
林州,11
炭疽,11
會壓,11
瓜屬,11
濟渠,11
範專,11
將普,11
會富,11
二乘,11
陸抗,11
的機,11
同梵,11
動土,11
火熱,11
跳加,11
會準,11
生進,11
位及,11
治正,11
版以,11
力阻,11
啲羅,11
夔州,11
安就,11
返重,11
埋混,11
灣邊,11
院深,11
越成,11
丁同,11
話被,11
東虎,11
清風,11
從頭,11
震感,11
案要,11
押品,11
格主,11
嗰樖,11
球機,11
鹹嘅,11
過脫,11
擦化,11
近荃,11
仔經,11
笑笑,11
住佛,11
已沒,11
他亦,11
以省,11
文進,11
文命,11
度化,11
球事,11
持安,11
冇王,11
公定,11
牆之,11
元寶,11
嘅膜,11
聽嘢,11
谷舉,11
銀洲,11
雄出,11
國股,11
視三,11
叫酒,11
有凸,11
按音,11
超第,11
業表,11
阿蒙,11
日與,11
隊揀,11
營合,11
史坦,11
夫個,11
拿文,11
吉米,11
軍頭,11
做豬,11
及江,11
為攻,11
都含,11
選得,11
非海,11
夜節,11
能幫,11
加祿,11
會干,11
令教,11
細公,11
療科,11
命喺,11
府比,11
施落,11
亮同,11
份協,11
石棉,11
斯結,11
緊時,11
關主,11
師考,11
有蜜,11
理校,11
氣爆,11
多酚,11
道兵,11
生制,11
洪市,11
林漢,11
增停,11
嘴海,11
為優,11
年費,11
流最,11
一盅,11
鐵羅,11
佳主,11
心起,11
如四,11
告訴,11
想建,11
都規,11
去更,11
住比,11
溪鄉,11
婚女,11
前程,11
邨公,11
啲游,11
施制,11
哋擁,11
先來,11
企成,11
數贏,11
難或,11
京口,11
隔條,11
以事,11
名消,11
捧盃,11
名揚,11
線自,11
撐一,11
羅沙,11
前牆,11
收水,11
立頓,11
列沙,11
丟失,11
嘅貼,11
於區,11
為燒,11
於共,11
人忌,11
於承,11
類基,11
但必,11
眼目,11
市呢,11
但據,11
歲前,11
承中,11
榮一,11
有恐,11
路隔,11
嘅余,11
時排,11
水游,11
便裝,11
好到,11
來黨,11
誰來,11
河湖,11
一冊,11
－視,11
商提,11
李奧,11
色強,11
景天,11
數假,11
ισ,11
果連,11
高望,11
買嚟,11
後影,11
份英,11
升幅,11
鋼材,11
次通,11
色模,11
住神,11
校進,11
為構,11
喺皮,11
均可,11
舉家,11
嚟主,11
皮用,11
難保,11
生勞,11
果受,11
卡公,11
間山,11
為暴,11
環面,11
套教,11
持健,11
緊有,11
蒂納,11
常中,11
語規,11
阿格,11
盧永,11
佰年,11
長柄,11
主壩,11
元符,11
樓仔,11
條向,11
寫英,11
番做,11
雲圖,11
導而,11
子得,11
蚊蟲,11
重錄,11
至受,11
種儲,11
生文,11
中晒,11
會裝,11
將投,11
到佐,11
為村,11
過叫,11
出銀,11
起熱,11
像作,11
意提,11
新首,11
同宏,11
定即,11
賣走,11
張上,11
個儲,11
耀之,11
震雄,11
榜同,11
量式,11
囘祿,11
靠開,11
汪旺,11
廟重,11
親國,11
父之,11
盛京,11
滾嘅,11
走神,11
二乙,11
者明,11
王振,11
韌性,11
和多,11
蟲學,11
數被,11
之難,11
電過,11
反常,11
來勢,11
建者,11
及每,11
底改,11
方連,11
牌數,11
半斤,11
方組,11
扁圓,11
局曾,11
律先,11
咪半,11
士寶,11
羽球,11
區條,11
住專,11
跳嗰,11
高漢,11
兩者唔,11
本係喺,11
動嘅時,11
個購物,11
一半股,11
就越高,11
付出嘅,11
根據記,11
模擬喺,11
義不容,11
嘅校訓,11
而佢最,11
年簽訂,11
成功以,11
斯金納,11
性知識,11
交通主,11
而被判,11
會以及,11
掠奪者,11
青松觀,11
語言類,11
以九龍,11
就無人,11
嘅星空,11
變成全,11
率好高,11
神話故,11
лад,11
後來叫,11
淨係做,11
月宣布,11
承諾嘅,11
爹核士,11
呢一代,11
發佈後,11
桃屬嘅,11
時開通,11
藝術人,11
嘅本性,11
佢辭職,11
嘅星官,11
中南路,11
轉數快,11
民語言,11
就少啲,11
同執法,11
演唱成,11
時將軍,11
象之一,11
大型遊,11
性影響,11
做過內,11
由於最,11
就宣布,11
有外交,11
團宣布,11
烹調方,11
嘅海龜,11
社會方,11
進口嘅,11
做人嘅,11
後期加,11
影學會,11
嘅吳語,11
線嗰陣,11
井岡山,11
出咗全,11
電極嘅,11
自舊時,11
團團員,11
而實施,11
朱可夫,11
廣東科,11
反貪會,11
喺境外,11
國道同,11
係含有,11
中心北,11
出門口,11
由大陸,11
個數目,11
大選舉,11
舊建築,11
碟頭飯,11
同埋體,11
島同南,11
被作為,11
家實際,11
左心室,11
足球評,11
票率唔,11
用嘅香,11
佢又同,11
體嘅各,11
即係平,11
似蛋形,11
師爺蘇,11
老婆唔,11
得到全,11
生部門,11
面嘅技,11
多票數,11
佢就用,11
係佢寫,11
喺拍攝,11
而剩低,11
еня,11
家屬於,11
哋而家,11
同嘅中,11
加州一,11
號再度,11
神舟路,11
上發生,11
天主堂,11
碼表達,11
大火係,11
時起好,11
出席中,11
香港差,11
號東南,11
香港熱,11
同東三,11
個男子,11
芳村花,11
洲大道,11
同名歌,11
座燈塔,11
黨雖然,11
尚雯婕,11
打咗好,11
方官話,11
人重視,11
宣佈改,11
翻譯為,11
標誌著,11
臘同埋,11
帶嘅海,11
同時通,11
例如歐,11
用來運,11
唔同數,11
要保留,11
合作方,11
人力同,11
如果生,11
亦提出,11
海地方,11
幾個音,11
用嚟記,11
唔係講,11
倫敦交,11
亦係比,11
彈危機,11
票方式,11
地震而,11
嘅份量,11
三大主,11
主要將,11
仔海旁,11
南華路,11
關負責,11
屏幕上,11
音樂團,11
百子里,11
同過程,11
又叫皇,11
啞謎機,11
性暴力,11
政府舉,11
者參與,11
委員由,11
東北高,11
埋屋企,11
柳宗元,11
合流成,11
係唔得,11
造成本,11
屋企做,11
八十日,11
佢嘅畫,11
劇製作,11
後來兩,11
及某啲,11
實際價,11
簡化嘅,11
色圓圈,11
唔知去,11
講到呢,11
緊急車,11
有一張,11
係城門,11
探討人,11
個投票,11
捉咗去,11
兒帝國,11
同勞工,11
就嚟咗,11
亂葬崗,11
望唔到,11
嘅牡丹,11
公司試,11
未央宮,11
至全部,11
上做嘅,11
代嘅成,11
芳村站,11
百貨嘅,11
兩年幾,11
唔夠兩,11
個案分,11
語言講,11
人遺忘,11
因為石,11
再次發,11
所發行,11
由於早,11
就真係,11
口語嘅,11
一個後,11
於玩家,11
灣嘅政,11
以下六,11
要求重,11
高年級,11
起義之,11
臺南州,11
係國立,11
羅賓斯,11
模型仲,11
就只得,11
以及相,11
包含兩,11
家嘅老,11
一大塊,11
東薈城,11
選舉而,11
搬來呢,11
自己真,11
講一啲,11
分開始,11
細路睇,11
過憲法,11
澳門航,11
斷頭台,11
入行後,11
同乘客,11
味道比,11
屆人民,11
港大部,11
包括政,11
到天津,11
邊幾個,11
容易令,11
興建一,11
票棄權,11
同長崎,11
閔行區,11
會射出,11
搞一個,11
水溶性,11
速度亦,11
較嚴重,11
實名制,11
就係加,11
並且直,11
原本做,11
族群有,11
數字喺,11
表現方,11
就涉及,11
走咗嘅,11
為咗公,11
亞舉行,11
成嘅系,11
隻字嘅,11
打算用,11
主席梁,11
嘅初級,11
病毒可,11
近發生,11
被民主,11
開通而,11
同漢字,11
同西灣,11
同審查,11
板南線,11
開合口,11
擔大旗,11
皆因嗰,11
調味醬,11
邊範圍,11
環南路,11
樣嚟整,11
一帶辦,11
公司原,11
中國反,11
站出閘,11
古英語,11
係一致,11
係聖經,11
上造成,11
佢哋諗,11
不過會,11
朱由崧,11
費下載,11
地嘅學,11
孫夫人,11
本應該,11
調查得,11
年唔同,11
響灣仔,11
做賣點,11
ний,11
辦嘅亞,11
最激烈,11
聲嘅音,11
唔好講,11
佢冇乜,11
外兩條,11
有選民,11
到工程,11
依然好,11
州中心,11
嘅接種,11
同效度,11
州直隸,11
時制嘅,11
軟件喺,11
間食肆,11
功能衰,11
評選嘅,11
印度史,11
報道佢,11
外骨骼,11
品同電,11
白砂糖,11
佢同同,11
自殺率,11
安檢設,11
消耗戰,11
喀秋莎,11
尼莫夫,11
品牌名,11
求耶穌,11
出市場,11
都係法,11
交匯點,11
電車係,11
綫轉車,11
都決定,11
方案都,11
關係一,11
選擇公,11
嘅係英,11
計劃過,11
展示一,11
區選出,11
沙漠化,11
即係金,11
嘅地貌,11
往康城,11
比較自,11
冇整到,11
公共財,11
的指示,11
區環境,11
演化嘅,11
關佢哋,11
好顯眼,11
一帶做,11
俄國人,11
試算表,11
但又會,11
書籍同,11
得住嘅,11
有諗過,11
多間公,11
專區嘅,11
係指從,11
用喺一,11
批准將,11
軍中尉,11
被改成,11
學高級,11
高技術,11
一小學,11
同環市,11
政府評,11
惡意程,11
咗大埔,11
城站喺,11
開埠早,11
有一兩,11
會第十,11
同埃及,11
至十八,11
暴力等,11
尼亞總,11
年加埋,11
咗認知,11
嘅菠蘿,11
原產於,11
句嘢嘅,11
館服務,11
因為選,11
麥潔文,11
生仔同,11
有歌曲,11
五首歌,11
同休憩,11
譬如電,11
員嘅名,11
成績喺,11
光孝堂,11
印刷同,11
決賽入,11
係四等,11
温大約,11
佢整嘅,11
第五集,11
入面人,11
南門嘅,11
елы,11
地方搞,11
呢啲藥,11
軍作戰,11
實係指,11
亞建立,11
係最佳,11
做科研,11
都寫咗,11
要公共,11
畀人嘅,11
避免咗,11
同內陸,11
搞革命,11
大洲嘅,11
主要關,11
韓非子,11
嘅四位,11
客參觀,11
國範圍,11
文嘅地,11
國同國,11
同文藝,11
上做咗,11
一點都,11
期將會,11
到聯賽,11
協議嘅,11
城西南,11
星探發,11
係依然,11
嘅出租,11
呢次巡,11
事搞到,11
何佐芝,11
發死咗,11
星嘅一,11
喺今次,11
埔區西,11
年初出,11
陣時唔,11
曲專輯,11
基輔級,11
就搞出,11
就平均,11
楊巷路,11
嘅廉價,11
都係多,11
為粵劇,11
領袖兼,11
年由李,11
條明渠,11
服務亦,11
一種裝,11
國作為,11
嘅餐館,11
產資源,11
西第二,11
係人為,11
話嘅詞,11
設計可,11
進行同,11
同坑口,11
起上來,11
因為事,11
北部海,11
中國化,11
都會停,11
一齣電,11
政府執,11
同無限,11
任代表,11
唔同日,11
以設置,11
得多個,11
可以派,11
嘅病症,11
為阿爸,11
根據每,11
要停課,11
大一個,11
江南邊,11
到一幅,11
大石鼓,11
檢測到,11
原先叫,11
氯化氫,11
咗年度,11
體育部,11
身警棍,11
幾位學,11
會畫出,11
恩洲堡,11
解咗散,11
оза,11
以娛樂,11
熙六年,11
要搬走,11
來進行,11
主場館,11
百萬次,11
到佢係,11
曾經三,11
將個人,11
嘅困擾,11
內聯網,11
活動開,11
無患子,11
有四分,11
兩者有,11
入面經,11
之後學,11
懷疑呢,11
嘅共享,11
明嘅一,11
遮打盃,11
人朋友,11
個人獎,11
鼓勵下,11
有利益,11
網上論,11
好多首,11
蒲眉王,11
的驕傲,11
於是當,11
青年文,11
舊時大,11
細個讀,11
家族隊,11
方健儀,11
林護堂,11
月上畫,11
大廈三,11
整數環,11
要求啲,11
伊鳳閣,11
百年之,11
凍嘅地,11
動嘅中,11
下一班,11
學現象,11
以自動,11
期嘅廣,11
廣州交,11
十四張,11
關連嘅,11
李成昌,11
腦功能,11
獨立遊,11
螢幕上,11
個季節,11
選擇都,11
係動態,11
展之後,11
路易士,11
分為東,11
姓嘅人,11
九零年,11
之後憑,11
會贊助,11
輸畀民,11
亦會因,11
大而且,11
參與舞,11
嘅一等,11
秒之後,11
主持中,11
旦一個,11
語好多,11
會用英,11
由南京,11
立公司,11
往深圳,11
國先後,11
成為泰,11
軍事機,11
嘅公安,11
投入運,11
而目前,11
地震波,11
何物體,11
縮寫為,11
某啲細,11
位朋友,11
成立共,11
會暫時,11
喺解剖,11
電話上,11
年服役,11
同態度,11
前係中,11
重新檢,11
打廣州,11
度都得,11
係八個,11
入咗亞,11
或者建,11
高標準,11
嘅廣佛,11
係消防,11
力嗰陣,11
嘅席數,11
部政治,11
文庫嘅,11
步練師,11
同胚羣,11
起咗廣,11
現時亦,11
洲方向,11
全部被,11
大嘅商,11
式嚟計,11
移動同,11
係人都,11
生活過,11
同地位,11
生產率,11
子通常,11
南洋嘅,11
簡化成,11
將佢叫,11
年重有,11
實自己,11
亦慢慢,11
去到康,11
時代嗰,11
好多啲,11
族民主,11
嘅大樹,11
檳城島,11
號通常,11
啲密碼,11
又叫八,11
咗體育,11
連接線,11
用公式,11
之前啲,11
人格嘅,11
亞蘭島,11
個編碼,11
團十郎,11
隻歌被,11
開始編,11
員亦都,11
年展開,11
轉換為,11
站因為,11
執行機,11
五千年,11
線穿過,11
生反應,11
多次修,11
紀錄喺,11
為內容,11
起源可,11
係指向,11
性格嘅,11
為一位,11
同型號,11
係乜都,11
臊孲仔,11
德國化,11
嘅農場,11
制嘅地,11
音樂舞,11
嘅優惠,11
自然神,11
廣告費,11
分析過,11
係宋代,11
金巴利,11
粉整成,11
自己研,11
阿披實,11
毗濕奴,11
改出嚟,11
面加咗,11
ани,11
角色亦,11
係方言,11
署總部,11
例如出,11
場站係,11
呢種諗,11
年都好,11
月首次,11
變成英,11
一啲帶,11
力轉移,11
用嘅定,11
女仔同,11
國家工,11
朝軍隊,11
東西長,11
再決定,11
演講廳,11
產嘅人,11
要時間,11
有啲科,11
嘅棺材,11
高度一,11
嘅效能,11
文偉鴻,11
讀國立,11
好嘅居,11
程度都,11
教授喺,11
經驗而,11
去到金,11
由東方,11
一隊由,11
反應爐,11
銀牌同,11
總體嗰,11
酒店一,11
偏導數,11
喺央視,11
功能－,11
作訓練,11
邊嘅沿,11
錦標攞,11
院高等,11
勞光宗,11
喺展館,11
有形數,11
處理大,11
道係一,11
係靠自,11
時間較,11
臺灣北,11
行管理,11
唔係特,11
得繼續,11
都喺東,11
同金馬,11
多數電,11
記憶對,11
亦係嗰,11
氣候比,11
南生圍,11
柴灣一,11
李澤鉅,11
到海邊,11
代表東,11
呢個腦,11
錄音同,11
啱啱係,11
軍第十,11
路線提,11
到十三,11
群嘅人,11
嘅高音,11
獲得亞,11
當地官,11
河南地,11
車師傅,11
個月喺,11
美國屬,11
鎮壓咗,11
啲感覺,11
紅嘅歌,11
嘅病嘅,11
好擅長,11
詞語喺,11
後除咗,11
係花都,11
家約翰,11
對多數,11
母或者,11
動嘅地,11
病人係,11
做嗰陣,11
知識有,11
音嘅特,11
或者性,11
星嘅地,11
尼亞海,11
叫年初,11
企業用,11
喺描述,11
嘅高地,11
道學校,11
大出入,11
前佢係,11
文化帶,11
面係青,11
兄弟發,11
為金融,11
亞高原,11
嘅木屋,11
百幾間,11
面三個,11
美國藝,11
係指數,11
動研究,11
中國比,11
有幾勁,11
業嘅一,11
主席為,11
路係分,11
親王二,11
亦係意,11
似北京,11
佔領南,11
以及全,11
新巴喺,11
喺車頭,11
係人文,11
買嘢或,11
性勝利,11
因為空,11
係總理,11
南北最,11
養生物,11
洋板塊,11
刺激咗,11
世紀成,11
美洲等,11
同表示,11
被喻為,11
能力不,11
嘅瀕危,11
附件二,11
十個國,11
者普遍,11
而且出,11
哋都喺,11
傷人數,11
вол,11
要求國,11
形組成,11
同佢結,11
眼中嘅,11
簡炳墀,11
發文話,11
同埋而,11
嘅揚州,11
過細路,11
出自大,11
個冬天,11
擬亂數,11
卷二十,11
四方街,11
格蘭維,11
做經理,11
嘅坍塌,11
全會重,11
名改名,11
灣出道,11
嘅別名,11
所以俗,11
到省城,11
因交通,11
佢嘅南,11
服務上,11
就設有,11
第九次,11
為一條,11
係話當,11
唔同嘢,11
屬一般,11
佢諗住,11
同埋塞,11
亞洲中,11
的主要,11
合之後,11
育學生,11
少咗一,11
球南極,11
嘅總裁,11
嘅反駁,11
支持大,11
後都無,11
速度等,11
係唔計,11
任主任,11
係警察,11
年列為,11
果雙方,11
時設立,11
球隊最,11
力提升,11
再將啲,11
就會打,11
係冇呢,11
擊目標,11
季嘅總,11
土司空,11
西崙公,11
制一種,11
影視同,11
受邀參,11
參賽學,11
好少喺,11
地方比,11
一種變,11
需要起,11
港方向,11
去進行,11
保留喺,11
求英國,11
同大宋,11
餐廳食,11
嗰度探,11
身分參,11
已成功,11
誕生之,11
中間層,11
為外交,11
港鐵西,11
又先後,11
爲自己,11
新學校,11
有千幾,11
咗佢出,11
行山友,11
亞發現,11
士宣佈,11
者更加,11
呢種論,11
政黨或,11
同時事,11
會解散,11
年佢響,11
同時指,11
到一班,11
數表達,11
都揀咗,11
巴西球,11
同裝飾,11
同評估,11
未公開,11
以喺佢,11
自韓國,11
儀主演,11
術大師,11
蓮花塔,11
陳婉衡,11
街三十,11
使政府,11
體嘅運,11
址入面,11
分類為,11
比較罕,11
種紅色,11
好似車,11
中國版,11
腺分泌,11
呢系列,11
生活有,11
年頒布,11
佢係亞,11
互相攻,11
業營運,11
就有多,11
呢啲能,11
因唔同,11
全身嘅,11
且喺呢,11
政府修,11
興公司,11
設計改,11
請佢哋,11
魚珠站,11
名嘅高,11
上演唱,11
別進行,11
嘅游泳,11
被證明,11
本名王,11
萬黨員,11
做國民,11
西塱站,11
而呢單,11
合舞步,11
確啲講,11
領導之,11
頭角站,11
果喺呢,11
亦反對,11
屆畢業,11
ไทย,11
獲得呢,11
憲法上,11
產生性,11
有警察,11
成日本,11
上都冇,11
過有一,11
盛大嘅,11
咁成功,11
有多次,11
人會響,11
革命派,11
一齊夾,11
打國際,11
間重點,11
時嘅學,11
然決定,11
興盛路,11
拉夫特,11
址就喺,11
埋人工,11
甲天下,11
可住帶,11
沙田路,11
綫嘅其,11
上移動,11
殿供奉,11
畫係指,11
呢啲權,11
一間賣,11
群島南,11
李德裕,11
嚟監察,11
值都係,11
係葵青,11
眾數係,11
咗使用,11
無機會,11
會免費,11
路線上,11
月台響,11
張愛玲,11
入佢哋,11
頭幾年,11
年實施,11
通過修,11
教教徒,11
朋友之,11
現咗同,11
物種有,11
流通過,11
係病毒,11
係無意,11
喺南大,11
山運動,11
佢嘅北,11
都用來,11
色設計,11
一啲部,11
呢區嘅,11
一次為,11
少咗人,11
獨立非,11
生活品,11
大陸生,11
按佢哋,11
上訴案,11
育計劃,11
幻想曲,11
日本將,11
希治閣,11
而感染,11
版本為,11
環海蛇,11
營養素,11
合經濟,11
江華島,11
劃定嘅,11
分子入,11
條街就,11
霞山區,11
身體會,11
電公司,11
灰綠色,11
一間通,11
好多舞,11
首府烏,11
係聲調,11
語言定,11
幾高都,11
係紅磡,11
嘅紙幣,11
係電訊,11
外嘅行,11
本發展,11
重係繼,11
起嘅第,11
同時上,11
領同埋,11
西式餐,11
廣州對,11
玩家進,11
客運業,11
服務令,11
於商業,11
性令到,11
議會民,11
克境內,11
族社會,11
即係變,11
普遍會,11
集返嚟,11
而家要,11
嘅實習,11
所有重,11
年度大,11
鮮艷嘅,11
前掠翼,11
別演唱,11
歸中國,11
殼公司,11
嗰陣條,11
生代表,11
通過改,11
頓嘅一,11
建國嘅,11
嚟記數,11
到好評,11
日本其,11
疫措施,11
嘅流體,11
頭一屆,11
改革的,11
點係個,11
嘅沙基,11
大眾聽,11
區為咗,11
對組內,11
係好高,11
又有另,11
族群都,11
代國家,11
樓梯同,11
開個人,11
敏感詞,11
而咁啱,11
書都有,11
嘅末端,11
到咗北,11
休息日,11
對價格,11
好似鹽,11
和聯勝,11
交換律,11
莫乃光,11
喺教會,11
文化－,11
貫中嘅,11
都被列,11
年病逝,11
者鍾意,11
非形式,11
男友係,11
會嗰日,11
警方話,11
混能版,11
佢喺山,11
變成雙,11
道係北,11
色象徵,11
方爆發,11
柯維納,11
佢承諾,11
蔡展鵬,11
係輔助,11
拿坡利,11
嘅籌備,11
得一啲,11
措施嘅,11
界嘅大,11
開始無,11
個係自,11
識發光,11
戲之一,11
畀佢一,11
格式嘅,11
呢啲光,11
嘅官網,11
開張嘅,11
路嗰時,11
喺鄉村,11
所提及,11
親生老,11
地方當,11
面零舍,11
可以導,11
個外孫,11
房屋及,11
條條例,11
企業改,11
源管理,11
飛機重,11
搞到條,11
嘅洋樓,11
人同作,11
年出演,11
湯沛宜,11
建設部,11
飛機返,11
間嘢重,11
去到干,11
而且全,11
景觀同,11
亦鼓勵,11
內在嘅,11
即係九,11
無處不,11
嚟開始,11
號晚喺,11
同台山,11
數據計,11
人公佈,11
落命令,11
以喺網,11
低落來,11
唔係只,11
邊嘅水,11
入突然,11
佢人生,11
海外分,11
帶森林,11
初期就,11
個咁嘅,11
畀電視,11
個課室,11
解密嘅,11
做到最,11
仔之後,11
嘅重新,11
有個山,11
下佢哋,11
嘅倒數,11
植物分,11
係北大,11
佢堅持,11
月改成,11
梅花園,11
叫朝鮮,11
質疑警,11
為疫情,11
層管理,11
英國對,11
攞到數,11
亦都相,11
中間隔,11
因為交,11
唔固定,11
個反對,11
係喺上,11
都係輸,11
有嘅人,11
水之外,11
畀大英,11
交通都,11
地位唔,11
國中學,11
東京人,11
確保佢,11
最欣賞,11
化妝師,11
物成日,11
哋有好,11
啲網頁,11
指佢係,11
頭經營,11
而家起,11
會有生,11
場一九,11
用特定,11
重建咗,11
進行補,11
客量最,11
康斯坦,11
皮細胞,11
斯頓嘅,11
景新城,11
喺路環,11
點時間,11
國民軍,11
面出咗,11
平台係,11
同花地,11
港島聯,11
林泳淘,11
以五成,11
寫作上,11
兩百幾,11
於港鐵,11
番禺城,11
年嘅東,11
年前夕,11
好多餐,11
射線嘅,11
市民會,11
量變化,11
翻譯咗,11
人討論,11
成唔到,11
計畫嘅,11
嘅相機,11
出世冇,11
嘅獨家,11
加入有,11
出咗重,11
如果響,11
後海灣,11
近林村,11
而自動,11
啲人出,11
家手上,11
漢語音,11
路線名,11
涼爽嘅,11
有管理,11
社報道,11
十三代,11
由於後,11
應一啲,11
體代表,11
朝廷喺,11
嘅海選,11
陳小霞,11
改為一,11
新年前,11
水反應,11
普立茲,11
成功推,11
種電車,11
發現對,11
指而家,11
公開批,11
以及兩,11
來嘅地,11
反香港,11
呢啲公,11
家基本,11
質量唔,11
假借字,11
有開始,11
好似行,11
執政之,11
ман,11
得英超,11
初出現,11
都會按,11
級會議,11
而創作,11
個對象,11
受控制,11
同有錢,11
嘅骨架,11
機械會,11
位隊員,11
山羣島,11
抗議嘅,11
楊家將,11
佢嘅古,11
丹拿山,11
學生畢,11
同三維,11
堅持到,11
嘅廢氣,11
學位後,11
有考慮,11
世界遊,11
個腦知,11
會愈大,11
大廈二,11
出現死,11
西方同,11
到清末,11
仲擁有,11
成兩段,11
埋韓國,11
德國投,11
之後舉,11
世紀又,11
淺啡色,11
國內各,11
唔同口,11
館協會,11
嘅製法,11
生活艱,11
加強保,11
嘅步兵,11
新嘅機,11
嘅一匹,11
一年出,11
係種藥,11
經常做,11
於遺傳,11
西村站,11
到隋朝,11
收錄到,11
同習俗,11
下嘅縣,11
識學習,11
黃埔港,11
入面解,11
後有好,11
社區關,11
嘅口腔,11
нто,11
嘢搞到,11
好多詞,11
已經相,11
就沿用,11
創下嘅,11
出下一,11
同西鐵,11
規模唔,11
見當時,11
斯成為,11
嘅創黨,11
環境會,11
人幫佢,11
組織所,11
式一般,11
數值嗰,11
色水比,11
間推出,11
除咗保,11
加上同,11
雙皮奶,11
攞咗金,11
字一樣,11
法就會,11
首府加,11
熟知嘅,11
渠可以,11
住喺馬,11
行過程,11
呢啲場,11
嘅星系,11
洋大學,11
所以設,11
南站係,11
嘅武將,11
間茶樓,11
一種防,11
好多節,11
羅曼式,11
中學度,11
北路口,11
偏東嘅,11
佬經過,11
從化嘅,11
呢啲舞,11
後發佈,11
同成員,11
係喺全,11
長領導,11
辦法喺,11
開始減,11
路起點,11
天國嘅,11
亞各個,11
嘅靈長,11
南韓人,11
學術性,11
家大概,11
班差人,11
第一航,11
力開始,11
有禮貌,11
審判嘅,11
路線所,11
棲息響,11
個為咗,11
可以修,11
人證實,11
改咗喺,11
東南風,11
用公司,11
部件嘅,11
力遊戲,11
設計獎,11
喺示威,11
去玩嘅,11
當中使,11
發展演,11
智多星,11
去南洋,11
駱應鈞,11
年嫁畀,11
拍攝地,11
期嘅三,11
項符合,11
華文教,11
行列車,11
率高達,11
決賽輸,11
好多第,11
色表示,11
到青衣,11
而吸引,11
火燒咗,11
行設計,11
小學就,11
有得由,11
啲土著,11
嘅國度,11
大嘅動,11
球聯合,11
商業都,11
趙世光,11
係時裝,11
除咗發,11
因肺炎,11
同黃耀,11
印出嚟,11
動態嘅,11
由耶穌,11
起咗第,11
去參選,11
提出以,11
由武漢,11
地鐵重,11
文物之,11
四季常,11
做新聞,11
大前鋒,11
度發行,11
會政黨,11
陳芷菁,11
蹺蹺板,11
縣最高,11
條髀嘅,11
和你飛,11
